timestamp,state,alignment,pressure,fuel,dock,gate,fault
2026-05-19T13:51:17,GATE_OPEN,100,30,0,1,OPEN,NONE
2026-05-19T13:51:17,PRESSURE_CHECK,100,30,0,1,OPEN,NONE
2026-05-19T13:51:17,PRESSURE_CHECK,100,30,0,1,OPEN,NONE
2026-05-19T13:51:17,REFUELING,100,30,0,1,OPEN,NONE
2026-05-19T13:51:18,REFUELING,100,30,5,1,OPEN,NONE
2026-05-19T13:51:28,REFUELING,100,30,75,1,OPEN,NONE
2026-05-19T13:51:38,COMPLETE,100,29,100,1,CLOSED,NONE
